IngredientID,IngredientCategoryID,IngredientName,SpeciesID,IngredientCutID,PlantID,PlantVarietyID
1010,6,Ermes,,,17,
1011,6,Tobia,,,17,
1012,6,Koral,,,17,
1013,6,Nano Vialone Veronese,,,17,
1014,6,Ribe Bianco,,,17,
1015,6,Rosa Marchetti,,,17,
1016,6,Rosa Marchetti Rosso,,,17,
1017,6,Saraceno,,,17,
1018,6,Riso del Delta,,,17,
1019,6,Riso Giallo,,,17,
1020,6,Riso Rosso,,,17,
1021,6,Rosanella,,,17,
1022,6,Roxana,,,17,
1023,6,Royal Umbro,,,17,
1024,6,Nano Prego,,,17,
1025,6,Sava,,,17,
1026,6,Sultana,,,17,
1027,6,Tegar,,,17,
1028,6,Thadai,,,17,
1029,6,Valenza,,,17,
1030,6,Venere,,,17,
1031,6,Vialone Rosso,,,17,
1032,6,Violet,,,17,
1033,6,Xiomara,,,17,
1034,6,Yanbo,,,17,
1035,6,Zhefu,,,17,
1036,6,Zhonghua,,,17,
1037,10,Alligator,,,,
1038,10,Alpaca,,,,
1039,10,Bison,,,,
1040,10,Buffalo,,,,
1041,10,Camel,,,,
1042,10,Beef,,,,
1043,10,Chicken,,,,
1044,10,Crocodile,,,,
1045,10,Venison,,,,
1046,10,Duck,,,,
1047,10,Emu,,,,
1048,10,Goose,,,,
1049,10,Goat,,,,
1050,10,Guinea Fowl,,,,
1051,10,Horse,,,,
1052,10,Llama,,,,
1053,10,Ostrich,,,,
1054,10,Pheasant,,,,
1055,10,Pork,,,,
1056,10,Quail,,,,
1057,10,Rabbit,,,,
1058,10,Sheep,,,,
1059,10,Snail,,,,
1060,10,Turkey,,,,
1061,10,Yak,,,,
1062,2,Allspice,,,,
1064,2,Cloves,,,,
1065,2,Cumin,,,,
1067,2,Mace,,,106,0
1069,13,Saffron,,,149,0
1070,2,Turmeric,,,96,
1072,2,Anise,,,,
1074,2,Cardamom,,,96,
1075,2,Star Anise,,,,
1076,2,Mustard Seeds,,,,
1077,2,Cayenne Pepper,,,,
1078,2,Paprika,,,,
1079,2,Chili Powder,,,,
1080,2,Garlic Powder,,,163,
1081,2,Onion Powder,,,162,
1082,2,Tarragon,,,,
1084,2,Thyme,,,,
1085,2,Savory,,,,
1086,2,Rosemary,,,,
1087,2,Bay Leaves,,,,
1088,29,Dill Seeds,,,96,0
1089,29,Coriander,,,98,0
1090,2,Caraway,,,,
1091,2,Fenugreek,,,,
1092,7,Wild Lettuce,,,2,502
1093,7,Oak Leaf,,,2,503
1094,7,Crisp,,,2,504
1095,7,Iceberg,,,2,506
1096,7,Butterhead,,,2,507
1097,7,Romaine,,,2,508
1098,7,Frisée,,,2,509
1099,7,Lollo Rosso,,,2,511
1100,7,Green Leaf,,,2,513
1101,7,Buttercrunch,,,2,514
1102,7,Tango,,,2,516
1103,7,Mâche,,,2,518
1104,7,Tat Soi,,,2,519
1105,7,Red Romaine,,,2,521
1106,7,Chinese Lettuce,,,2,523
1108,7,Escarole,,,2,526
1109,7,Salad Bowl,,,2,529
1110,7,Tender Sweet,,,3,533
1111,7,Scarlet Nantes,,,3,534
1112,7,Rainbow Carrots,,,3,535
1113,7,Paris Market,,,3,536
1116,7,Chantenay Red Core,,,3,537
1117,7,Mini Carrots,,,3,538
1118,7,Bolero,,,3,539
1119,7,Hokkaido,,,3,540
1120,7,"	
Nantes Half Long",,,3,541
1121,7,Deep Purple,,,3,542
1122,7,Orange Dragon,,,3,543
1123,7,Viking,,,3,544
1124,7,Autumn King,,,3,545
1125,7,F1 Hybrid,,,3,546
1126,7,Imperator,,,3,548
1127,7,Danvers,,,3,549
1128,7,Bolero,,,3,539
1129,7,Yellow Carrot,,,3,553
1130,7,White Carrot,,,3,554
1131,7,Parisian,,,3,555
1132,7,Cosmic Purple,,,3,556
1133,7,Kuroda,,,3,557
1134,7,Oxheart,,,3,558
1135,7,Tonda di Parigi,,,3,559
1136,7,Sunchoke,,,3,560
1137,7,Bunching Carrot,,,3,562
1138,7,Napoli,,,3,563
1139,7,Taylors Gold,,,3,564
1140,7,Mokum,,,3,565
1141,7,Sweetness,,,3,566
1142,7,Cylindra,,,3,567
1143,7,Amsterdam,,,3,568
1144,7,Pusa Kesar,,,3,569
1145,7,Long White,,,3,570
1146,7,Giant Carrot,,,3,571
1147,7,Tenderheart,,,3,573
1148,7,Golden Nugget,,,3,574
1149,7,Di Cicco,,,4,576
1150,7,"	
Sprouting Broccoli",,,4,577
1151,7,Purple Sprouting Broccoli,,,4,598
1152,7,Romanesco,,,4,579
1153,7,Belstar,,,4,581
1154,7,Marathon,,,4,582
1155,7,Green Goliath,,,4,583
1156,7,Arcadia,,,4,584
1157,7,Purple Peacock,,,4,585
1158,7,Fiesta,,,4,586
1159,7,Waltham 29,,,4,587
1160,7,Sun King,,,4,588
1161,7,Castle Dome,,,4,589
1162,7,Emerald Crown,,,4,590
1163,7,Gypsy,,,4,591
1164,7,Blue Wind,,,4,592
1165,7,Packman,,,4,593
1166,7,Parthenon,,,4,594
1167,7,De Cicco,,,4,595
1168,7,Green Magic,,,4,596
1169,7,Imperial,,,4,597
1170,7,Santee,,,4,599
1171,7,Claret,,,4,600
1172,7,Marketmore 76,,,5,601
1173,7,Lemon Cucumber,,,5,602
1174,7,Persian Cucumber,,,5,603
1175,7,English Cucumber,,,5,604
1176,7,Armenian Cucumber,,,5,605
1177,7,Boston Pickling,,,5,606
1178,7,Straight Eight,,,5,607
1179,7,National Pickling,,,5,608
1180,7,Suyo Long,,,5,609
1181,7,Burpless Tasty Green,,,5,610
1182,7,Parisian Pickling,,,5,611
1183,7,Bush Champion,,,5,612
1184,7,Poinsett 76,,,5,613
1185,7,Spacemaster,,,5,614
1186,7,Dasher II,,,5,615
1187,7,Picklebush,,,5,616
1188,7,Ashley,,,5,617
1189,7,Cool Breeze,,,5,618
1190,7,Sweet Success,,,5,620
1191,7,Early Spring Burpless,,,5,621
1192,7,Poona Kheera,,,5,622
1193,7,Harmonie,,,5,623
1194,7,Salad Bush,,,5,624
1195,7,Carosello,,,5,625
1196,7,White Wonder,,,5,626
1197,7,Muncher,,,5,627
1198,7,Japanese Climbing,,,5,628
1199,7,Crystal Apple,,,5,629
1200,7,Tanja,,,5,630
1201,7,Beit Alpha,,,5,631
1202,7,Bloomsdale,,,6,632
1203,7,Tyee,,,6,633
1204,7,Baby Spinach,,,6,635
1205,7,Red Cardinal,,,6,635
1206,7,Red Cardinal,,,6,637
1207,7,Viroflay,,,6,638
1208,7,Lavewa,,,6,641
1209,7,Space Spinach,,,6,642
1210,7,Long Standing Bloomsdale,,,6,643
1211,7,Winter Giant,,,6,644
1212,7,Regiment,,,6,645
1213,7,Corvair,,,6,646
1214,7,Palco,,,6,647
1215,7,Verdil,,,6,648
1216,7,Emu Spinach,,,6,649
1217,7,Matador,,,6,650
1218,7,Persian Spinach,,,6,651
1219,7,Samish,,,6,653
1220,7,Olympia,,,6,654
1221,7,Kolibri,,,6,655
1222,7,Lacinato Kale,,,7,659
1223,7,"	
Red Russian Kale",,,7,660
1224,7,Siberian Kale,,,7,661
1225,7,Premier Kale,,,7,662
1226,7,Dwarf Blue Curled Kale,,,7,663
1227,7,Scarlet Kale,,,7,664
1228,7,Nero di Toscana,,,7,665
1229,7,Dwarf Siberian Kale,,,7,666
1230,7,Walking Stick Kale,,,7,667
1231,7,Redbor Kale,,,7,668
1232,7,Tronchuda Kale,,,7,669
1233,7,Vates Blue Curled Kale,,,7,670
1234,7,White Russian Kale,,,7,671
1235,7,Beira Kale,,,7,672
1236,7,Red Ursa Kale,,,7,673
1237,7,Dazzling Blue Kale,,,7,674
1238,7,Thousandhead Kale,,,7,675
1239,7,Smooth German Kale,,,7,676
1240,7,Winterbor Kale,,,7,677
1241,7,Westlander Kale,,,7,678
1242,7,Hungry Gap Kale,,,7,679
1243,7,Sutherland Kale,,,7,681
1244,7,Pentland Brig Kale,,,7,682
1245,7,Cavolo Nero,,,7,683
1246,12,Gala,,,8,685
1247,12,Granny Smith,,,8,686
1248,12,Fuji,,,8,687
1249,12,Golden Delicious,,,8,688
1250,12,Red Delicious,,,8,689
1251,12,McIntosh,,,8,690
1252,12,Braeburn,,,8,691
1253,12,Jonagold,,,8,692
1254,12,"	
Cortland",,,8,693
1255,12,Cripps Pink,,,8,694
1256,12,Empire,,,8,695
1257,12,Northern Spy,,,8,696
1258,12,Jonathan,,,8,697
1259,12,Ambrosia,,,8,698
1260,12,Mutsu,,,8,699
1261,12,Cameo,,,8,700
1262,12,Arkansas Black,,,8,701
1263,12,Winesap,,,8,702
1264,12,Liberty,,,8,703
1265,12,Spartan,,,8,704
1266,12,Rome Beauty,,,8,705
1267,12,Gravenstein,,,8,706
1268,12,Pippin,,,8,707
1269,12,King David,,,8,708
1270,12,Golden Russet,,,8,709
1271,12,Ashmead’s Kernel,,,8,710
1272,12,Esopus Spitzenburg,,,8,711
1273,12,Black Oxford,,,8,712
1274,12,Kanzi,,,8,713
1275,12,Envy,,,8,714
1276,12,Rubinette,,,8,715
1277,12,Egremont Russet,,,8,716
1278,12,Opal,,,8,717
1279,12,SweeTango,,,8,718
1280,12,Zestar,,,8,719
1281,12,Jazz,,,8,720
1282,12,Enterprise,,,8,721
1283,12,Suncrisp,,,8,722
1284,12,Snow Apple,,,8,723
1285,12,Stayman,,,8,724
1286,12,Roxbury Russet,,,8,725
1287,12,Summer Rambo,,,8,726
1288,12,Twenty Ounce,,,8,727
1289,12,"	
York Imperial",,,8,728
1290,12,Wolf River,,,8,729
1291,12,Freedom,,,8,730
1292,12,Goldrush,,,8,731
1293,12,Bramley’s Seedling,,,8,732
1294,12,Valencia Orange,,,9,797
1295,12,Blood Orange,,,9,798
1296,12,Cara Cara Orange,,,9,799
1297,12,Seville Orange,,,9,800
1298,12,Mandarin Orange,,,9,801
1299,12,Satsuma,,,9,804
1300,12,Kinnow,,,9,805
1301,12,Jaffa Orange,,,9,806
1303,12,Bergamot Orange,,,9,807
1304,12,Hamlin Orange,,,9,808
1305,12,Parson Brown Orange,,,9,809
1306,12,Pineapple Orange,,,9,810
1307,12,Washington Navel,,,9,811
1308,12,"	
Moro Blood Orange",,,9,812
1309,12,Tarocco Blood Orange,,,9,813
1310,12,Salustiana Orange,,,9,814
1311,12,Shamouti Orange,,,9,815
1312,12,Trovita Orange,,,9,816
1313,12,Bitter Orange,,,9,817
1314,12,Fukumoto Navel,,,9,818
1315,12,Lane Late Navel,,,9,819
1316,12,Robinson Tangerine,,,9,820
1317,12,Temple Orange,,,9,821
1318,12,Minneola Tangelo,,,9,822
1319,12,Orlando Tangelo,,,9,823
1320,12,Sunburst Tangerine,,,9,824
1321,12,Dancy Tangerine,,,9,825
1322,12,Murcott Orange,,,9,826
1323,12,Cleopatra Mandarin,,,9,827
1324,12,Changsha Mandarin,,,9,828
1325,12,Fortune Mandarin,,,9,829
1326,12,"	
Encore Mandarin",,,9,830
1327,12,Fairchild Mandarin,,,9,831
1328,12,Sanguinelli Blood Orange,,,9,832
1329,12,Tangor,,,9,833
1330,12,Lima Orange,,,9,835
1331,12,Cavendish,,,10,836
1332,12,Red Banana,,,10,838
1333,12,Lady Finger,,,10,839
1334,12,Blue Java (Ice Cream Banana),,,10,840
1335,12,Burro,,,10,841
1336,12,Manzano (Apple Banana),,,10,842
1337,12,Pisang Raja,,,10,843
1338,12,Mysore,,,10,844
1339,12,Goldfinger,,,10,845
1340,12,Praying Hands,,,10,846
1341,12,Fehi,,,10,847
1342,12,Rhino Horn,,,10,848
1343,12,Saba,,,10,849
1344,12,Cardaba,,,10,850
1345,12,Plantain,,,10,851
1346,12,Dwarf Cavendish,,,10,852
1347,12,Orinoco,,,10,853
1348,12,Red Dacca,,,10,854
1351,12,Macho Plantain,,,10,855
1352,12,Pisang Awak,,,10,856
1353,12,Fhia-17,,,10,857
1354,12,Barangan,,,10,858
1355,12,Lakatan,,,10,859
1356,12,Williams,,,10,860
1357,12,Ice Cream (Blue Java),,,10,861
1358,12,Dwarf Red,,,10,862
1360,12,Kluai Namwa,,,10,863
1361,12,Ney Poovan,,,10,864
1362,12,Kandarian,,,10,865
1363,12,Silk (Manzano),,,10,866
1364,12,Gran Nain,,,10,867
1365,12,Mongee,,,10,868
1366,12,Maoli,,,10,869
1367,12,Bluggoe,,,10,870
1368,19,Virginia,,,11,871
1369,19,Runner,,,11,872
1370,19,Spanish,,,11,873
1371,19,Valencia,,,11,874
1372,19,"	
Tennessee Red",,,11,875
1373,19,Tennessee White,,,11,876
1374,19,Peruvian,,,11,877
1375,19,Jumbo Virginia,,,11,878
1376,19,African Runner,,,11,879
1377,19,Manipintar,,,11,880
1378,19,Shulamit,,,11,881
1379,19,Natal Common,,,11,882
1380,19,Florunner,,,11,883
1381,19,Georgia Green,,,11,884
1382,19,Tamnut,,,11,885
1383,19,Gregory,,,11,886
1384,19,Tifguard,,,11,887
1385,19,Bailey,,,11,888
1386,19,OLé,,,11,889
1387,19,Sugg,,,11,890
1388,19,Carver,,,11,891
1389,19,Georgia-06G,,,11,892
1390,19,Tifton-8,,,11,893
1391,19,Pronto,,,11,894
1392,19,Shoshoni,,,11,895
1393,19,Virginia Jumbo,,,11,896
1394,19,McRaney,,,11,897
1395,19,Olin,,,11,898
1396,19,Southern Runner,,,11,899
1397,19,Valverde,,,11,900
1398,19,SunOleic,,,11,901
1399,19,Brown Lentil (Most Common),,,12,902
1400,19,Yellow Lentil,,,12,905
1401,19,Black Beluga Lentil,,,12,906
1402,19,Puy Lentil,,,12,907
1403,19,Masoor Dal,,,12,908
1404,19,Chana Dal,,,12,909
1405,19,Desi Chickpea,,,13,910
1406,19,Kala Chana,,,13,912
1407,19,Green Chickpea,,,13,913
1408,19,Black Chickpea,,,13,914
1409,19,Chana Dal,,,13,915
1410,20,Almond Milk,,,14,
1411,20,Nonpareil Almond (Most Common),,,14,916
1412,20,Carmel Almond,,,14,917
1413,20,Butte Almond,,,14,918
1414,20,Padre Almond,,,14,919
1415,20,Sonora Almond,,,14,920
1416,20,Mission Almond,,,14,921
1417,20,Texas/Mission Almond,,,14,922
1418,20,Fritz Almond,,,14,923
1419,20,Monterey Almond,,,14,924
1420,20,Price Almond,,,14,925
1421,9,English Walnut (Most Common),,,15,926
1422,9,Black Walnut,,,15,927
1423,9,White Walnut (Butternut),,,15,928
1424,9,Chandler Walnut,,,15,929
1425,9,Howard Walnut,,,15,930
1426,9,Franquette Walnut,,,15,931
1427,9,Hartley Walnut,,,15,932
1428,9,Serr Walnut,,,15,933
1429,9,Tulare Walnut,,,15,934
1430,9,Vina Walnut,,,15,935
1431,9,Lara Walnut,,,15,936
1432,20,Walnut Milk,,,15,
1433,5,Almond Milk,,,14,
1435,5,Walnut Flour,,,15,
1437,5,Hard Red Winter Wheat,,,16,
1438,5,Hard Red Spring Wheat,,,16,937
1439,5,Soft Red Winter Wheat,,,16,939
1440,5,Soft White Wheat,,,16,940
1441,5,Durum Wheat,,,16,941
1442,5,Spelt,,,16,942
1443,5,Einkorn,,,16,943
1444,5,Emmer (Farro),,,16,944
1445,5,Khorasan Wheat (Kamut),,,16,945
1446,5,Club Wheat,,,16,946
1447,5,Red Fife,,,16,947
1448,5,White Sonora Wheat,,,16,948
1449,5,Freekeh,,,16,949
1450,5,Triticale,,,16,950
1451,7,Dent Corn,,,18,1007
1452,7,Flint Corn,,,18,1008
1453,7,Sweet Corn,,,18,1009
1454,7,Popcorn,,,18,1010
1455,7,Flour Corn,,,18,1011
1456,7,Waxy Corn,,,18,1012
1457,7,Pod Corn,,,18,1013
1458,7,Blue Corn,,,18,1014
1459,7,Red Corn,,,18,1015
1460,7,White Corn,,,18,1016
1461,7,Yellow Corn,,,18,1017
1462,7,Purple Corn,,,18,1018
1463,7,Striped Corn,,,18,1019
1464,7,Black Corn,,,18,1020
1465,7,Glass Gem Corn,,,18,1021
1466,7,Gourdseed Corn,,,18,1022
1467,7,Calico Corn,,,18,1023
1468,7,Choclo,,,18,1024
1469,7,Oaxacan Green Corn,,,18,1025
1470,7,Strawberry Popcorn,,,18,1026
1471,7,Silver Queen Corn,,,18,1027
1472,7,Golden Bantam Corn,,,18,1028
1473,7,Country Gentleman Corn,,,18,1029
1474,7,Painted Mountain Corn,,,18,1030
1475,7,Hopi Blue Corn,,,18,1031
1476,7,Ambrosia Corn,,,18,1032
1477,7,Peaches and Cream Corn,,,18,1033
1478,7,Inca Red Corn,,,18,1034
1479,7,Rainbow Corn,,,18,1035
1480,7,Golden Jubilee Corn,,,18,1036
1481,7,Butter and Sugar Corn,,,18,1037
1482,7,Seneca Red Stalker Corn,,,18,1038
1483,7,Indian Corn,,,18,1039
1484,7,Reventador Corn,,,18,1040
1485,7,Chioggia,,,19,1042
1486,7,Golden,,,19,1043
1487,7,Cylindra,,,19,1044
1488,7,Bull’s Blood,,,19,1045
1489,7,Albino,,,19,1046
1490,7,Touchstone Gold,,,19,1047
1491,7,Forono,,,19,1048
1492,7,Red Ace,,,19,1049
1493,7,Baby Beet,,,19,1050
1494,7,Lutz Green Leaf,,,19,1051
1495,7,Merlin,,,19,1052
1496,7,Avalanche,,,19,1053
1497,7,Sugar Beet,,,19,1054
1498,7,Crapaudine,,,19,1055
1499,7,Burpee’s Golden,,,19,1056
1500,7,Taunus,,,19,1057
1502,7,Egyptian Flat,,,19,1058
1503,7,MacGregor’s Favorite,,,19,1059
1504,7,Ruby Queen,,,19,1060
1505,7,Golden Grex,,,19,1061
1506,7,Tonda di Chioggia,,,19,1062
1507,7,Early Wonder,,,19,1063
1508,7,Boltardy,,,19,1064
1509,7,Solo,,,19,1065
1510,7,Moneta,,,19,1067
1511,7,Blankoma,,,19,1068
1512,7,Pablo,,,19,1069
1513,7,Subeto,,,19,1070
1514,7,Detroit Supreme,,,19,1071
1515,7,Zeppo,,,19,1072
1516,7,Boro,,,19,1073
1517,7,Badger Flame,,,19,1074
1518,7,Purple Ace,,,19,1075
1519,7,Boldor,,,19,1076
1520,7,Golden Ball,,,20,1078
1522,7,Tokyo Cross,,,20,1079
1523,7,Hakurei,,,20,1080
1524,7,White Lady,,,20,1081
1525,7,Scarlet Queen,,,20,1082
1526,7,Seven Top,,,20,1083
1527,7,Shogoin,,,20,1084
1528,7,Orange Jelly,,,20,1085
1529,7,Market Express,,,20,1086
1530,7,Oasis,,,20,1087
1531,7,Just Right,,,20,1088
1532,7,Petrowski,,,20,1089
1533,7,Ball of Butter,,,20,1090
1534,7,Snowball,,,20,1091
1535,7,Nozawana,,,20,1092
1536,7,Royal Crown,,,20,1093
1537,7,Amber Globe,,,20,1094
1538,7,Purple Prince,,,20,1095
1539,7,Topper,,,20,1096
1540,7,Royal Globe,,,20,1097
1541,7,Nabo,,,20,1098
1542,7,Atlantic,,,20,1099
1543,7,"	
Jersey Navet",,,20,1100
1544,7,Cooks Delight,,,20,1101
1545,7,Snow Queen,,,20,1102
1546,7,Milan Purple Top,,,20,1103
1547,7,Southern Green,,,20,1104
1548,7,Jubilee,,,20,1105
1549,7,Navet de Nancy,,,20,1106
1550,7,Petrowski Golden,,,20,1107
1551,7,Tokyo Market,,,20,1108
1552,7,Purple Top Milan,,,20,1109
1553,7,White Egg,,,20,1110
1554,7,Sweetbell,,,20,1111
1555,7,Top Star,,,20,1112
1556,7,Golden Globe,,,20,1113
1557,7,Purple Star,,,20,1114
1558,7,Gilfeather,,,20,1115
1559,21,Russet Burbank,,,21,
1561,21,Yukon Gold,,,21,1117
1562,21,Fingerling,,,21,1119
1563,21,Kennebec,,,21,1120
1564,21,Purple Majesty,,,21,1121
1565,21,Red Bliss,,,21,1122
1566,21,Maris Piper,,,21,1123
1567,21,Charlotte,,,21,1124
1568,21,Desiree,,,21,1125
1569,21,King Edward,,,21,1126
1570,21,La Ratte,,,21,1127
1571,21,Purple Peruvian,,,21,1128
1572,21,Adirondack Blue,,,21,1129
1573,21,Adirondack Red,,,21,1130
1574,21,Carola,,,21,1131
1575,21,German Butterball,,,21,1132
1576,21,Huckleberry Gold,,,21,1133
1577,21,Irish Cobbler,,,21,1134
1578,21,Nicola,,,21,1135
1579,21,Russet Norkotah,,,21,1136
1580,21,Caribe,,,21,1137
1581,21,Bintje,,,21,1138
1582,21,All Blue,,,21,1139
1583,21,French Fingerling,,,21,1140
1584,21,Goldrush,,,21,1141
1585,21,Katahdin,,,21,1142
1586,21,Norland,,,21,1143
1587,21,Onaway,,,21,1144
1588,21,Red Gold,,,21,1145
1589,21,Satina,,,21,1146
1590,21,Belle de Fontenay,,,21,1147
1591,21,Penta,,,21,1148
1592,21,Rose Finn Apple,,,21,1149
1593,21,Shepody,,,21,1150
1594,21,Up-to-Date,,,21,1151
1595,21,Valery,,,21,1152
1596,21,Vitelotte,,,21,1153
1597,21,Waxy Potato,,,21,1154
1598,21,Irish Gold,,,21,1155
1599,21,Banana Fingerling,,,21,1156
1600,21,Victoria,,,21,1157
1601,21,Red Cloud,,,21,1158
1602,21,Snowden,,,21,1159
1603,21,Bonnotte,,,21,1160
1604,21,Charlotte Rose,,,21,1161
1605,21,Bliss Triumph,,,21,1162
1606,21,Purple Viking,,,21,1163
1607,21,Inca Gold,,,21,1164
1608,21,Beauregard,,,22,1165
1609,21,Covington,,,22,1166
1610,21,Garnet,,,22,1167
1611,21,Jewel,,,22,1168
1612,21,Japanese (Satsuma-Imo),,,22,1169
1613,21,Hannah,,,22,1170
1614,21,Purple (Okinawan),,,22,1171
1615,21,Murasaki,,,22,1172
1616,21,Stokes Purple,,,22,1173
1617,21,Bonita,,,22,1174
1618,21,O Henry,,,22,1175
1619,21,Carolina Ruby,,,22,1176
1620,21,Centennial,,,22,1177
1621,21,Diane,,,22,1178
1622,21,Evangelina,,,22,1179
1623,21,Korean Purple,,,22,1180
1624,21,White Yam,,,22,1181
1625,21,Georgia Jet,,,22,1182
1626,21,Bushbok,,,22,1183
1627,21,Allgold,,,22,1184
1628,21,Sumor,,,22,1185
1629,21,Jersey,,,22,1186
1630,21,Molokai,,,22,1187
1631,21,Goldrush,,,22,1188
1632,21,Lorca,,,22,1189
1633,21,Nancy Hall,,,22,1190
1634,21,Porto Rico,,,22,1191
1635,21,Regal,,,22,1192
1636,21,Toka Toka Gold,,,22,1193
1637,21,Burgundy,,,22,1194
1638,21,Mishima,,,22,1195
1639,21,Velvet,,,22,1196
1640,21,Vardaman,,,22,1197
1641,21,Sunset,,,22,1198
1642,21,Tainung 65,,,22,1199
1643,17,Genovese,,,23,1200
1644,17,Sweet Basil,,,23,1201
1645,17,Thai Basil,,,23,1202
1646,17,Lemon Basil,,,23,1203
1647,17,Lime Basil,,,23,1204
1648,17,Purple Basil,,,23,1205
1649,17,Holy Basil,,,23,1206
1650,17,Cinnamon Basil,,,23,1207
1651,17,Greek Basil,,,23,1208
1652,17,Spicy Globe Basil,,,23,1209
1653,17,Dark Opal Basil,,,23,1210
1654,17,Lettuce Leaf Basil,,,23,1211
1655,17,Pistou Basil,,,23,1212
1656,17,African Blue Basil,,,23,1213
1657,17,Mammoth Basil,,,23,1214
1658,17,Aristotle Basil,,,23,1215
1659,17,Cardinal Basil,,,23,1216
1660,17,Green Ruffles Basil,,,23,1217
1661,17,Minette Basil,,,23,1218
1662,17,Perpetual Basil,,,23,1219
1663,17,Siam Queen Basil,,,23,1220
1664,17,Napoletano Basil,,,23,1221
1665,17,Dwarf Greek Basil,,,23,1222
1666,17,Summerlong Basil,,,23,1223
1667,17,Boxwood Basil,,,23,1224
1668,17,Mrs. Burns’ Lemon Basil,,,23,1225
1669,17,Magic Michael Basil,,,23,1226
1670,17,Italian Large Leaf Basil,,,23,1227
1671,17,Emerald Tower Basil,,,23,1228
1672,17,Osmin Purple Basil,,,23,1229
1673,17,Piccolino Basil,,,23,1230
1674,17,Greek Oregano,,,25,1231
1675,17,"	
Italian Oregano",,,25,1232
1676,17,Mexican Oregano,,,25,1233
1677,17,Syrian Oregano (Za’atar),,,25,1234
1678,17,Turkish Oregano,,,25,1235
1679,17,Cretan Oregano,,,25,1236
1680,17,Golden Oregano,,,25,1237
1681,17,Dittany of Crete,,,25,1238
1682,17,Compact Oregano,,,25,1239
1683,17,Hot and Spicy Oregano,,,25,1240
1684,17,Kaliteri Oregano,,,25,1241
1685,17,Hungarian Oregano,,,25,1242
1686,17,Wild Oregano,,,25,1243
1687,17,Variegated Oregano,,,25,1244
1688,17,Sweet Marjoram,,,25,1245
1689,17,Cuban Oregano,,,25,1246
1690,17,Poliomintha (Mexican Bush Oregano),,,25,1247
1691,17,Italian Wild Oregano,,,25,1248
1692,17,Origanum Vulgare,,,25,1249
1693,17,Kent Beauty Oregano,,,25,1250
1694,17,Aureum Oregano,,,25,1251
1695,17,Majorcan Oregano,,,25,1252
1696,17,Balkan Oregano,,,25,1253
1697,17,Spanish Oregano,,,25,1254
1698,17,Albanian Oregano,,,25,1255
1699,17,Armenian Oregano,,,25,1256
1700,17,Zaatar Oregano,,,25,1257
1701,17,Egyptian Oregano,,,25,1258
1702,17,Lebanese Oregano,,,25,1259
1703,17,Wild Marjoram,,,25,1260
1704,17,Sicilian Oregano,,,25,1261
1705,17,Albanian Red Oregano,,,25,1262
1706,17,Iranian Oregano,,,25,1263
1707,17,Himalayan Oregano,,,25,1264
1708,17,Provence Oregano,,,25,1265
1709,17,Corsican Oregano,,,25,1266
1710,17,Northern Oregano,,,25,1267
1711,17,Russian Oregano,,,25,1268
1712,17,Curly Leaf Parsley,,,26,1269
1713,17,Flat-Leaf (Italian) Parsley,,,26,1270
1714,17,Hamburg Parsley,,,26,1271
1715,17,Japanese Parsley (Mitsuba),,,26,1272
1716,17,Fernleaf Parsley,,,26,1273
1717,17,Triple Curled Parsley,,,26,1274
1718,17,French Parsley,,,26,1275
1719,17,Afghan Parsley,,,26,1276
1721,17,Dark Green Italian Parsley,,,26,1278
1722,17,Giant of Italy Parsley,,,26,1279
1723,17,Neapolitan Parsley,,,26,1280
1724,17,Sardinian Parsley,,,26,1281
1725,17,Turnip-Rooted Parsley,,,26,1282
1726,17,Italian Dark Green Parsley,,,26,1283
1727,17,Bravour Parsley,,,26,1284
1728,17,Eagle Parsley,,,26,1285
1729,17,Glacier Parsley,,,26,1286
1730,17,Lisette Parsley,,,26,1287
1731,17,Petroselinum Crispum,,,26,1288
1732,17,Titan Parsley,,,26,1289
1733,17,Forest Green Parsley,,,26,1290
1734,17,Plain Leaf Parsley,,,26,1291
1735,17,Extra Triple Curled Parsley,,,26,1292
1736,17,Green Pearl Parsley,,,26,1293
1737,17,"	
Champion Moss Curled Parsley",,,26,1294
1738,22,Button Mushroom (Agaricus bisporus),,,27,1295
1739,22,Cremini Mushroom,,,27,1296
1740,22,Portobello Mushroom,,,27,1297
1741,22,Shiitake Mushroom,,,27,1298
1742,22,Oyster Mushroom,,,27,1299
1745,22,King Oyster Mushroom,,,27,1300
1746,22,Enoki Mushroom,,,27,1301
1747,22,Maitake Mushroom (Hen of the Woods),,,27,1302
1748,22,Chanterelle Mushroom,,,27,1303
1749,22,Porcini Mushroom,,,27,1304
1750,22,Morel Mushroom,,,27,1305
1751,22,Beech Mushroom (Shimeji),,,27,1306
1752,22,Black Trumpet Mushroom,,,27,1307
1753,22,Lion’s Mane Mushroom,,,27,1308
1754,22,Wood Ear Mushroom,,,27,1309
1755,22,Puffball Mushroom,,,27,1310
1756,22,Chicken of the Woods,,,27,1311
1757,22,Lobster Mushroom,,,27,1312
1758,22,Cauliflower Mushroom,,,27,1313
1759,22,Pioppino Mushroom,,,27,1314
1760,22,Nameko Mushroom,,,27,1315
1761,22,Alba Clamshell Mushroom,,,27,1316
1762,22,Golden Oyster Mushroom,,,27,1317
1763,22,Pink Oyster Mushroom,,,27,1318
1764,22,Velvet Pioppini Mushroom,,,27,1319
1765,22,Hedgehog Mushroom,,,27,1320
